"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
254,0.02547816,0.001305262,0.00149672,0.03747331,0.02967276,0.1928057,0.009548203,0.00271045,0.05633713,0.001829418,0.009572438,0.002740371,0.0003050577,0.02344041,0.0204398,0.001518595,0.0006576755,0.05121138,0.001260493,0.02574713,7.138418E-05,0.02819836,4.350986E-05,0.01221158,0.0753568,0.00284102,0.002858348,0.0002117567,0.001366547,4.705551E-05,0.001256046,0.0003958518,0.0002763091,0.02142866,0.0001346333,0.0008943707,0.0002745738,3.269979E-06,2.357714E-05,0.001682847,0.06557906,0.01004725,0.2266424,0.002474275,0.01418498,0.0009441534,0.005660299,0.009036422,9.770152,0.0001433505,0.01676332,0.1435785,1.91484,0.155532,0.0002359511,0.0003032187,0.009380464,0.1449684,0.3891866,0.1067249,0.03306172,0.04561902,0.06425901,0.03731525,0.0001403133,2.395358,0.006580615,0.002235403,0.03538451,0.084737,20.51181,1.966918,5.075148,5.716769,7.283468,4.861692,4.816988,12.68393
255,0.02548986,0.0013039,0.001498332,0.03753487,0.02968369,0.1928164,0.009551446,0.002700681,0.05630316,0.001830288,0.009478307,0.002741775,0.0003084274,0.02344676,0.01994165,0.001517809,0.0006684914,0.05262002,0.001260376,0.02600773,7.541166E-05,0.02866506,4.007417E-05,0.01222714,0.07532153,0.002929214,0.002818757,0.0002158711,0.001373505,4.6947E-05,0.001255105,0.0003959887,0.0002763068,0.02118821,0.000142624,0.0009357629,0.0002732226,3.259615E-06,2.384901E-05,0.00168812,0.0658632,0.01075258,0.2267449,0.002475003,0.01411137,0.0009480976,0.005721732,0.009129633,9.873902,0.000142638,0.01672071,0.142404,1.885678,0.1555108,0.0002359502,0.0003115889,0.009370571,0.1380105,0.3477845,0.09661733,0.03102919,0.04240527,0.06781317,0.03769189,0.0001423196,2.311893,0.005277081,0.002158325,0.03463002,0.08299272,19.47554,1.903003,3.863191,4.90375,7.913872,6.26094,5.912668,12.17558
256,0.02549349,0.001302384,0.001498675,0.03758549,0.02969252,0.192665,0.009551706,0.002690292,0.05625632,0.001831056,0.009381128,0.002741562,0.0003116656,0.02345193,0.01947855,0.001517087,0.0006790723,0.05426888,0.001259782,0.02667466,7.743264E-05,0.02898458,3.816518E-05,0.01228397,0.07523952,0.003159871,0.002812629,0.0002186709,0.001422436,4.68668E-05,0.001253279,0.0004088085,0.0002760719,0.0226052,0.0001619917,0.0009816922,0.0002757014,3.228462E-06,2.40626E-05,0.001701475,0.0663572,0.01123804,0.2268725,0.002485585,0.01405424,0.0009547616,0.005719855,0.009285958,9.932323,0.00014216,0.01667499,0.1408472,1.854123,0.1546297,0.000235533,0.0003178616,0.009327324,0.1390829,0.3178748,0.08539268,0.03036289,0.04043059,0.07092623,0.03803553,0.0001434429,2.163063,0.005589501,0.00217379,0.03384068,0.08042321,18.48356,1.844018,3.191881,4.370525,9.995487,7.44131,8.732849,13.9538
257,0.02549662,0.001300642,0.00149775,0.03760992,0.0297005,0.1925227,0.009550167,0.002680638,0.05620371,0.001831727,0.00931427,0.002740485,0.0003147696,0.02345807,0.01906684,0.001516875,0.0006893236,0.05469589,0.001259696,0.02740641,7.800895E-05,0.02923286,3.72211E-05,0.01225561,0.07513779,0.003362556,0.002826812,0.0002204841,0.001472719,4.678951E-05,0.001250101,0.0004229493,0.0002755536,0.02462979,0.0001949815,0.001052339,0.0002919929,3.184678E-06,2.420365E-05,0.001719635,0.06692378,0.01067342,0.2270849,0.002499544,0.01404179,0.0009653356,0.005790973,0.00941879,9.85947,0.0001417469,0.0166345,0.1394555,1.83138,0.1533579,0.0002348101,0.0003173353,0.009364402,0.1550664,0.3098745,0.07841346,0.03206008,0.04040543,0.07021406,0.0378403,0.0001455143,1.993907,0.006789442,0.002413848,0.03311357,0.07779962,17.99381,1.835916,3.115055,4.344232,12.31252,7.243385,12.01282,18.60183
258,0.02549881,0.001298653,0.00149579,0.03761918,0.02971316,0.1923765,0.009547778,0.002672494,0.05615025,0.00183233,0.009291775,0.002739129,0.0003184854,0.0234681,0.0187043,0.001517701,0.0006980957,0.05332541,0.001261296,0.0274989,7.677272E-05,0.0295864,3.726676E-05,0.0121794,0.07506844,0.003319875,0.002836199,0.0002243957,0.001487048,4.659391E-05,0.001248239,0.0004192793,0.0002751119,0.02438746,0.000189489,0.001085982,0.0003091948,3.140158E-06,2.425165E-05,0.001740156,0.06752256,0.009485661,0.228544,0.002520006,0.01408278,0.0009767016,0.005959914,0.009532144,9.725731,0.0001411259,0.01660567,0.138825,1.825548,0.151477,0.0002338905,0.000310166,0.00941053,0.1876196,0.315421,0.07629659,0.03521942,0.04240849,0.06517249,0.03679443,0.0001487329,1.87321,0.007991126,0.002530415,0.02951113,0.07593369,17.80748,1.720225,3.624191,4.91877,14.13832,5.71978,14.20662,24.20974
259,0.02550356,0.001296612,0.001493348,0.03760848,0.029729,0.1923572,0.009546389,0.002665008,0.05610072,0.001832979,0.009307832,0.002738239,0.0003224378,0.02347888,0.01820218,0.001516335,0.0007029636,0.05138122,0.001263123,0.02669667,7.794849E-05,0.03018955,3.885951E-05,0.01210411,0.07504297,0.003141037,0.002818821,0.0002279594,0.001464097,4.612487E-05,0.001247679,0.0004074647,0.000274367,0.02309362,0.0001848883,0.001168018,0.0003171327,3.104575E-06,2.436417E-05,0.001758368,0.06787586,0.008246731,0.2304881,0.002539585,0.014128,0.0009826404,0.006263445,0.009572734,9.577763,0.0001403616,0.01658305,0.1388493,1.836524,0.1490848,0.0002323723,0.0003014582,0.009476141,0.2249057,0.3445112,0.08229736,0.03931966,0.04563088,0.05836535,0.03548935,0.0001525581,1.803867,0.008868295,0.002353526,0.0250417,0.07514383,17.89605,1.549973,4.647938,5.875703,15.70608,4.41399,15.4512,28.32177
260,0.02550975,0.00129454,0.001491104,0.03758268,0.02974511,0.1925144,0.00954664,0.002657722,0.05605876,0.001833857,0.00935722,0.0027367,0.0003264532,0.02347974,0.01772998,0.00151414,0.0007052338,0.04933095,0.001264587,0.0257559,7.734604E-05,0.0306031,4.06427E-05,0.01206232,0.07503161,0.002968063,0.002788952,0.0002321392,0.001432781,4.593614E-05,0.001249555,0.0003934109,0.0002732364,0.02170636,0.0001855226,0.001223218,0.0003437408,3.084629E-06,2.44424E-05,0.001772314,0.06773691,0.007143519,0.2326274,0.002543739,0.01417188,0.0009859425,0.006482862,0.009506586,9.425069,0.0001396009,0.01656378,0.139314,1.859322,0.1471524,0.0002308676,0.0002923612,0.009746941,0.255992,0.3815936,0.09452309,0.04314722,0.04977255,0.05185118,0.03413557,0.0001562872,1.789059,0.009686558,0.002261041,0.02083023,0.07556363,18.22802,1.386452,6.122643,6.951155,16.36371,3.604097,14.74976,30.95958
261,0.02551669,0.001292465,0.001489765,0.03755062,0.02975797,0.1927257,0.009548269,0.002650185,0.05602274,0.001834772,0.009408542,0.002733691,0.0003302979,0.02348627,0.01743836,0.001512729,0.0007095212,0.04731229,0.001265606,0.02582923,7.625596E-05,0.0311615,4.175208E-05,0.01194021,0.07499766,0.002976847,0.002763882,0.0002367344,0.00142003,4.581543E-05,0.001252538,0.0003796048,0.0002716996,0.02192136,0.0001853578,0.001261621,0.0003499062,3.08435E-06,2.447816E-05,0.001778987,0.06736607,0.00621661,0.2348139,0.002538733,0.0142184,0.0009848565,0.006654995,0.009393053,9.252059,0.0001389204,0.01653811,0.1398826,1.885952,0.1480393,0.000229928,0.0002831757,0.01011908,0.2691003,0.4170075,0.1097246,0.04695371,0.05450565,0.04596451,0.03279875,0.0001606385,1.821396,0.01140292,0.003134709,0.01821244,0.07698768,18.78645,1.346763,7.6959,7.794464,16.40191,3.069766,13.52275,30.85011
262,0.02551819,0.001290444,0.001489756,0.03751181,0.02976274,0.1927906,0.009551107,0.002642387,0.05599126,0.001835822,0.009377988,0.002730777,0.0003332527,0.02349195,0.01719558,0.001512589,0.0007183233,0.04782881,0.00126636,0.02635566,7.818159E-05,0.03063678,4.160222E-05,0.01177565,0.07490708,0.0032022,0.002766076,0.0002362436,0.001456994,4.566561E-05,0.001254001,0.0003861688,0.0002698399,0.02333816,0.0001609348,0.001173711,0.0003568055,3.102836E-06,2.498409E-05,0.001782749,0.06656656,0.006800525,0.2361476,0.00252298,0.0142567,0.0009747169,0.00658107,0.009240767,9.280997,0.0001384437,0.01649836,0.1402279,1.906933,0.1505416,0.0002302701,0.0002760176,0.01016936,0.2720325,0.4376142,0.1246584,0.04878084,0.05861925,0.04890674,0.03372667,0.000164913,1.875212,0.0132195,0.004122836,0.02635883,0.07859927,19.84245,1.590739,8.815,7.97887,14.94069,2.664049,11.16647,29.46915
263,0.02551988,0.001288627,0.001490917,0.03748206,0.02976485,0.1928629,0.009556019,0.002636424,0.0559725,0.001836884,0.009332927,0.002730457,0.0003358599,0.02349816,0.01698396,0.001513363,0.0007285547,0.04932609,0.001268082,0.02695489,8.227506E-05,0.03037011,4.383625E-05,0.01171032,0.07480864,0.003382369,0.002785573,0.0002347739,0.001497863,4.598009E-05,0.001256718,0.0004017956,0.0002681446,0.02491546,0.0001426568,0.001057938,0.0003422005,3.136311E-06,2.509135E-05,0.001780094,0.0656149,0.00781018,0.2366715,0.002502397,0.01427065,0.0009556461,0.006442645,0.009068077,9.389563,0.0001384723,0.01646757,0.1405325,1.921159,0.1542676,0.0002312543,0.0002795772,0.01006594,0.2502318,0.4523599,0.1316743,0.04685848,0.05819177,0.05513716,0.0354311,0.0001656305,1.968837,0.01361128,0.004479817,0.03577681,0.08014034,20.66364,1.888967,8.985381,7.716507,12.80561,2.515854,8.951627,25.71431
264,0.02552351,0.00128705,0.001492769,0.03747066,0.02976793,0.192893,0.009560541,0.002631606,0.05595826,0.001837979,0.009276556,0.002732143,0.0003383428,0.02350604,0.01679253,0.001514988,0.000738854,0.05106381,0.001270978,0.02737011,8.484966E-05,0.03017771,4.686136E-05,0.01178558,0.07472755,0.003496186,0.00281384,0.0002326859,0.001537529,4.597058E-05,0.001260493,0.0004176272,0.0002668847,0.02528654,0.0001530448,0.00103018,0.0003287683,3.174032E-06,2.51091E-05,0.001778799,0.06509171,0.008832826,0.2368906,0.002490045,0.01427918,0.0009486448,0.006543655,0.00898564,9.532881,0.0001386056,0.01644772,0.1404376,1.9245,0.1581142,0.000232358,0.0002878885,0.01033045,0.2129703,0.4640211,0.1342431,0.04722144,0.05888387,0.06248619,0.03710841,0.0001681975,2.080354,0.01240614,0.004240735,0.04234764,0.08123149,20.95482,2.103988,8.237441,7.149744,10.80579,2.793802,7.325611,21.38272
265,0.0255306,0.00128566,0.001494732,0.03748131,0.02977413,0.1928808,0.009565375,0.002631172,0.05596824,0.001839194,0.009141443,0.002733188,0.0003350102,0.02347322,0.0166127,0.001508663,0.0007425967,0.05127914,0.001274179,0.02649792,8.360008E-05,0.03002216,4.416039E-05,0.01180271,0.07474339,0.003211888,0.002796149,0.0002295415,0.001483803,4.643765E-05,0.001262655,0.000416967,0.0002664499,0.02376281,0.000154775,0.0009872564,0.0003218342,3.197362E-06,2.521034E-05,0.001780878,0.06517799,0.009704499,0.237047,0.00249772,0.01427421,0.0009528098,0.006640736,0.008984436,9.654733,0.0001387826,0.01637452,0.1403617,1.921352,0.158864,0.0002332138,0.0002978036,0.01056136,0.1802203,0.4530198,0.1279214,0.0459861,0.05745829,0.06461662,0.03764874,0.000169204,2.200078,0.00983169,0.0032727,0.04257778,0.08154677,21.05046,2.098175,7.004868,6.51535,8.681526,3.355713,5.611361,17.83875
266,0.02553792,0.001284361,0.0014964,0.03751164,0.02978228,0.1928332,0.009569087,0.002631135,0.05598044,0.001840456,0.00900393,0.002733519,0.0003300503,0.02342521,0.01644465,0.001499395,0.0007442948,0.05150196,0.001276202,0.02568999,8.408929E-05,0.02997006,4.055015E-05,0.01179934,0.07477935,0.003040321,0.002783705,0.0002279724,0.001445386,4.656423E-05,0.001263931,0.0004119639,0.0002664521,0.02216836,0.000165445,0.0009657515,0.0003221555,3.203504E-06,2.539962E-05,0.001789959,0.0655866,0.01056491,0.237203,0.002513007,0.01427272,0.000965247,0.006699332,0.009058453,9.795858,0.0001389648,0.01629139,0.1398586,1.906439,0.1588339,0.0002336537,0.0003074257,0.01082297,0.1557322,0.4263601,0.1172561,0.04365742,0.0542869,0.06695437,0.03807314,0.0001722022,2.254158,0.007553023,0.002753349,0.04218221,0.08088505,20.55773,2.038835,5.558152,5.75677,7.621294,4.291696,5.103444,14.42425
267,0.02554156,0.001283021,0.00149737,0.03755204,0.0297923,0.1926351,0.009570245,0.002629716,0.05598301,0.001841734,0.008865591,0.002732564,0.0003247991,0.02337028,0.01627688,0.001488781,0.0007453857,0.05276657,0.001276434,0.02567127,8.443991E-05,0.02995235,3.66467E-05,0.01188277,0.07479306,0.002992061,0.002768831,0.0002271984,0.001414883,4.668302E-05,0.001263851,0.0004079685,0.0002666256,0.02170138,0.0001748168,0.0009597747,0.0003218111,3.188979E-06,2.566781E-05,0.001808159,0.06621554,0.01130807,0.2373802,0.002513269,0.01427556,0.0009791228,0.006631653,0.009244432,9.922105,0.000139255,0.01620807,0.1388149,1.881091,0.1582993,0.0002336659,0.0003158427,0.01091808,0.1410484,0.3935072,0.1040005,0.04083843,0.0505836,0.07064671,0.03854346,0.0001751825,2.219791,0.005934713,0.00247886,0.04061801,0.07922713,19.64907,1.958539,4.323971,5.025875,7.925935,5.634263,5.862403,12.87856
268,0.02554014,0.001281554,0.001497336,0.03758928,0.02980049,0.1923025,0.009568989,0.002627418,0.05597398,0.001842983,0.008736779,0.002729655,0.0003196319,0.02331278,0.01610791,0.001478006,0.000746246,0.05430406,0.001275706,0.02625997,8.344337E-05,0.02976189,3.338789E-05,0.01191957,0.07476152,0.003211095,0.002795389,0.0002276098,0.001473736,4.670297E-05,0.001262036,0.0004181991,0.0002667923,0.02330643,0.0001851258,0.0009903505,0.000327479,3.155096E-06,2.591549E-05,0.001834437,0.06707095,0.01153757,0.2377537,0.002520228,0.01428777,0.0009932055,0.006493753,0.009481066,9.961833,0.0001395588,0.01612245,0.1374587,1.851737,0.157171,0.0002332973,0.0003222385,0.01090802,0.1374156,0.3625442,0.09104023,0.03922926,0.04686658,0.07318102,0.0388004,0.0001770381,2.116671,0.006115214,0.002317007,0.03831545,0.07690783,18.78543,1.884311,3.553117,4.517249,10.158,6.88348,8.753843,13.8637
269,0.02553844,0.00127991,0.001496217,0.03761824,0.02980991,0.1920529,0.009567216,0.002625913,0.05596185,0.001844173,0.008660925,0.002725992,0.0003147598,0.02325691,0.01597274,0.001467936,0.0007469107,0.05423559,0.001275672,0.02697507,8.189893E-05,0.03021209,3.204432E-05,0.01192553,0.07472571,0.003392898,0.00282906,0.000227585,0.001535284,4.663969E-05,0.001259098,0.0004245788,0.000266762,0.02593009,0.0002006621,0.001098825,0.0003500075,3.108838E-06,2.612653E-05,0.001856178,0.06799842,0.01070051,0.2387007,0.002532679,0.01430682,0.001007864,0.0064909,0.009686627,9.857779,0.0001397798,0.01604257,0.1363249,1.832024,0.1560585,0.0002326426,0.0003185128,0.01083135,0.1509379,0.3443905,0.08065794,0.04070406,0.04564285,0.07088644,0.03820961,0.0001782558,1.984387,0.007071357,0.002391907,0.03517831,0.07457181,18.28865,1.855977,3.428933,4.493831,12.5126,6.779851,11.98659,18.50212
270,0.02553903,0.001278068,0.001494236,0.03762923,0.02982235,0.1918578,0.009565418,0.002625925,0.05595136,0.001845256,0.008626808,0.002722079,0.0003106629,0.02320595,0.01585099,0.001458841,0.0007468108,0.05285943,0.001277467,0.02718422,7.830179E-05,0.03058914,3.239678E-05,0.01196146,0.07470839,0.003429923,0.002862549,0.0002299073,0.001579765,4.67274E-05,0.001257814,0.0004189675,0.0002668125,0.02648296,0.000203736,0.001145847,0.0003739022,3.061329E-06,2.632462E-05,0.001875407,0.06886382,0.009452959,0.2404025,0.002560846,0.01436111,0.001021854,0.006701614,0.009845886,9.706219,0.0001399199,0.01597682,0.1358099,1.828178,0.1547048,0.0002317184,0.0003106315,0.0108881,0.1835926,0.3482422,0.07445496,0.04516239,0.04676939,0.06525929,0.03704188,0.0001804634,1.879244,0.008283154,0.002481209,0.03011118,0.07277808,18.06733,1.754889,3.920957,5.024218,14.28933,5.4281,14.05578,24.15501
271,0.025542,0.001276313,0.001491892,0.03762139,0.02983838,0.1918253,0.009564762,0.002626942,0.05594836,0.00184645,0.008629492,0.002719548,0.0003074161,0.02315751,0.01550114,0.001446535,0.0007404031,0.0510642,0.001280332,0.02623332,7.921604E-05,0.03115091,3.432361E-05,0.01192562,0.07474755,0.003212729,0.002860736,0.0002313148,0.001545124,4.671584E-05,0.001257398,0.000405757,0.0002666847,0.02513559,0.0002128724,0.001151243,0.0003847396,3.022549E-06,2.641534E-05,0.001894676,0.06946909,0.008216062,0.2425708,0.00258276,0.01443803,0.001032865,0.007001132,0.009906309,9.555696,0.0001397504,0.01592544,0.1360286,1.841822,0.1522465,0.0002300118,0.0003023341,0.01111758,0.2265981,0.3726831,0.07436135,0.05194495,0.04925271,0.0582209,0.03571145,0.0001830336,1.823483,0.008773532,0.002275364,0.02493862,0.07203709,18.13118,1.576024,4.91949,5.942501,15.8161,4.320914,15.26023,28.15238
272,0.02554636,0.001274594,0.001489845,0.03760065,0.02985384,0.1919366,0.009565909,0.002628092,0.05595421,0.001847973,0.008654348,0.002716279,0.0003047362,0.02309782,0.01515635,0.001433297,0.0007302201,0.04919987,0.001283089,0.02515973,7.922907E-05,0.03170785,3.581955E-05,0.01189461,0.07480908,0.002989755,0.002834705,0.0002330601,0.001491831,4.666579E-05,0.001258361,0.0003907571,0.0002662078,0.02353489,0.0001998315,0.001166981,0.0003962468,2.998787E-06,2.643791E-05,0.001910144,0.06963596,0.007120558,0.2449422,0.00259522,0.0145102,0.001037967,0.007150429,0.009852367,9.405196,0.0001397072,0.0158748,0.136738,1.866927,0.1501627,0.0002282177,0.0002938937,0.01141821,0.2597443,0.4140871,0.08260112,0.0587795,0.05285665,0.05158112,0.03436487,0.0001867808,1.819594,0.009290865,0.002169552,0.0205744,0.07245919,18.4424,1.401977,6.338519,6.980968,16.44286,3.637828,14.57248,30.73616
273,0.02555163,0.001272754,0.001488768,0.03757519,0.0298662,0.1919585,0.009565792,0.002627399,0.05595655,0.001849451,0.008650005,0.002710497,0.000302146,0.02304966,0.01503031,0.001422435,0.00072591,0.04736893,0.001285136,0.02517285,8.338881E-05,0.03198123,3.732368E-05,0.01182025,0.07484163,0.002931983,0.002808942,0.0002356998,0.001464247,4.659879E-05,0.001263537,0.0003763128,0.0002653492,0.0233916,0.0002120011,0.001183307,0.000415197,2.993703E-06,2.658912E-05,0.001932766,0.06979799,0.006210899,0.2473119,0.002600402,0.01462858,0.001047266,0.007463531,0.00980885,9.239115,0.0001395514,0.0158105,0.1372757,1.893673,0.150708,0.0002272969,0.0002851212,0.01206825,0.2707378,0.4691837,0.09849746,0.0643242,0.05777825,0.04556297,0.03304357,0.0001939414,1.862054,0.01076983,0.002969622,0.0179306,0.07385903,19.03859,1.331146,7.807572,7.804177,16.47845,3.166348,13.36789,30.65634
274,0.02555278,0.001271003,0.001489039,0.03754867,0.02987459,0.191658,0.009563801,0.002624672,0.0559512,0.001851007,0.008553923,0.00270377,0.0002992547,0.02300358,0.01496956,0.001413347,0.0007264955,0.04683201,0.001286582,0.02571193,8.101629E-05,0.03106754,3.877337E-05,0.01189378,0.07483681,0.003098159,0.002812586,0.0002382052,0.001499481,4.668627E-05,0.001266002,0.0003704815,0.0002642721,0.02519231,0.0002278216,0.001145072,0.0004388553,3.006384E-06,2.670663E-05,0.00195646,0.07017792,0.006003363,0.2495655,0.002599265,0.01473932,0.001061001,0.007610769,0.009898579,9.14799,0.0001395461,0.01572544,0.1373152,1.91491,0.1526065,0.0002276562,0.0002762919,0.0125058,0.2583266,0.5209901,0.1142638,0.06692989,0.0624896,0.04581053,0.03261482,0.0002000058,1.939188,0.0122573,0.00373066,0.02307201,0.07575379,20.16541,1.443458,8.832138,8.134309,15.71163,2.775959,11.76602,29.2234
275,0.02555136,0.001269478,0.001490529,0.0375309,0.0298778,0.1912503,0.009562365,0.002622201,0.05595013,0.001852617,0.00842153,0.002699,0.0002960573,0.02295973,0.0149112,0.001405175,0.0007295786,0.04807794,0.001288624,0.02622415,8.166011E-05,0.03017599,4.089948E-05,0.01199119,0.07481302,0.003275153,0.00282895,0.0002350408,0.001548416,4.71895E-05,0.001268739,0.0003808117,0.000263205,0.02613601,0.0002346394,0.001098902,0.0004351222,3.033464E-06,2.678058E-05,0.001975318,0.0706416,0.00693411,0.2505736,0.002590935,0.0148393,0.001077127,0.007729479,0.01001985,9.234781,0.0001398555,0.01563581,0.1370385,1.927071,0.1551088,0.0002287077,0.0002782058,0.01278641,0.2384132,0.5447757,0.1305003,0.06545433,0.06635439,0.05052504,0.03397103,0.0002034979,2.045378,0.01202012,0.00393206,0.03092135,0.07739905,21.11501,1.627658,9.093651,7.947604,12.98059,2.501352,8.813206,26.65029
276,0.0255521,0.001268192,0.001492775,0.03753302,0.0298817,0.1909304,0.00956361,0.002621432,0.05596223,0.001854271,0.008314081,0.002698525,0.0002928553,0.02291781,0.01485557,0.001397626,0.0007335513,0.04844053,0.001291691,0.02557067,8.596542E-05,0.02964558,4.181844E-05,0.01195829,0.0748331,0.003096016,0.002823433,0.0002300963,0.001521106,4.738853E-05,0.001272603,0.0003811601,0.0002625157,0.02476683,0.0002369783,0.001073613,0.0004394405,3.06704E-06,2.68987E-05,0.001986329,0.07124728,0.008083443,0.2509745,0.002583506,0.01490511,0.001094308,0.007913441,0.0101104,9.375655,0.000140094,0.01556525,0.1369318,1.932896,0.156154,0.000229894,0.0002864879,0.01332247,0.2118665,0.5334019,0.1395623,0.06062617,0.0666507,0.05380495,0.03477927,0.0002064585,2.186351,0.009839415,0.00345222,0.03619396,0.07877222,21.72523,1.720758,8.300626,7.438948,9.889695,2.783674,6.204167,21.51188
277,0.02555918,0.001267115,0.001495211,0.03756468,0.02989036,0.190737,0.009565012,0.00261684,0.05595879,0.001856095,0.008341706,0.002705996,0.0002887118,0.0228551,0.01478864,0.001385262,0.0007342316,0.04778464,0.001295876,0.02405286,8.814689E-05,0.02964012,4.656252E-05,0.01181234,0.07492021,0.002701355,0.002764018,0.0002227734,0.001428822,4.751336E-05,0.001275462,0.00037266,0.0002616544,0.02256262,0.0002470862,0.001099122,0.0004370918,3.102458E-06,2.697813E-05,0.001990021,0.07196623,0.008427635,0.2512449,0.002570006,0.01487896,0.001112722,0.008072266,0.01017452,9.39105,0.0001399736,0.01559328,0.1369316,1.9294,0.1544914,0.0002308282,0.000296637,0.01369418,0.1857272,0.4987836,0.1367018,0.05417934,0.06458592,0.05250816,0.03457147,0.0002079902,2.330456,0.007481669,0.002514896,0.03424923,0.08029961,22.25655,1.631814,6.773697,6.839447,7.812309,3.749421,4.789887,16.13708
278,0.02556602,0.001266157,0.001497332,0.03761674,0.02990036,0.1904881,0.009565698,0.002609573,0.05594294,0.001857989,0.008387366,0.002715857,0.000284458,0.02278329,0.014704,0.001370566,0.0007339665,0.0471576,0.001298595,0.02273289,8.665534E-05,0.02937995,4.453663E-05,0.01143352,0.07502054,0.002372347,0.002681966,0.000214036,0.00133633,4.783051E-05,0.001276776,0.0003617324,0.0002608631,0.02044807,0.0002493243,0.001052574,0.0004484665,3.123746E-06,2.709715E-05,0.001992625,0.07292356,0.009174782,0.2515132,0.002563349,0.01481986,0.001129709,0.008213872,0.01025652,9.478632,0.0001398355,0.01564768,0.1365209,1.913263,0.1523343,0.0002313255,0.0003065341,0.01392036,0.1677138,0.4506523,0.1264265,0.04735596,0.06064999,0.05176266,0.03437855,0.0002105114,2.386733,0.005616041,0.002058412,0.03240285,0.08082809,21.97038,1.527777,5.128826,5.991953,6.711953,5.080421,4.137305,12.77096
279,0.02556885,0.001265183,0.001498674,0.03767582,0.02990934,0.1901571,0.009564255,0.002600191,0.05591388,0.001859776,0.008419874,0.002723564,0.0002802051,0.02270533,0.01463398,0.001355175,0.000733475,0.0481087,0.001298559,0.0228317,8.859699E-05,0.02899584,4.01474E-05,0.01082419,0.0750436,0.002455817,0.002647314,0.0002175456,0.001332526,4.786512E-05,0.001276529,0.0003622347,0.0002600488,0.02059542,0.0002597346,0.001022277,0.000453162,3.123095E-06,2.724058E-05,0.002006813,0.07397691,0.01002723,0.2517144,0.002559193,0.01477531,0.001146391,0.008328792,0.01040232,9.586287,0.0001396623,0.01570374,0.1354496,1.881928,0.1511504,0.0002313531,0.000315283,0.01410191,0.1582959,0.4026478,0.1128926,0.04122566,0.05533791,0.05381162,0.0345388,0.0002125964,2.322008,0.004929509,0.002031286,0.03187646,0.08003657,21.04347,1.468348,3.799167,5.109659,7.861608,6.905506,5.806059,11.24429
